uid,variant
35359,test
92163,test
93473,test
16272,control
43824,test
35415,control
85693,control
77333,control
73604,control
63279,control
86363,test
32181,test
82238,control
57708,control
45674,test
22392,test
16257,control
73946,control
85353,test
85256,control
64174,test
68341,control
79759,control
27349,test
92679,test
86538,control
39298,control
10308,test
25097,control
52357,test
70164,control
51246,control
86247,control
83541,test
61972,control
19127,test
12643,control
28768,control
27380,control
32890,control
99926,control
90788,control
90425,test
88805,test
84846,control
67499,test
70587,test
86932,test
33220,control
32873,control
97839,test
60079,test
95975,control
22266,test
77876,control
22792,control
20585,test
32256,control
66142,control
62136,control
81783,control
10870,control
42738,control
88460,test
57617,control
76363,control
32709,test
64347,control
14559,control
82282,test
25145,test
84173,control
54331,control
82073,control
49910,test
99609,test
92337,control
46790,control
53729,control
87608,control
98511,test
66272,control
49614,test
16948,test
19704,test
83550,test
63419,control
31194,control
62197,control
72176,test
95464,control
52563,test
23181,test
26562,test
56619,control
86850,control
35965,control
84945,test
90623,control
38454,control
77367,control
70123,test
61360,test
25711,control
37287,control
73184,control
76523,test
92512,test
18785,test
36368,control
11589,control
33540,test
97241,control
34271,test
81687,test
82334,control
37907,control
48849,control
23042,control
51051,control
77638,control
12571,test
27936,test
65338,control
33757,test
35970,test
59150,control
89429,test
14618,test
94702,control
20024,control
14225,control
57502,test
80387,test
19293,test
18864,control
65696,control
65463,control
87145,test
68649,control
87993,test
96140,test
22093,control
36746,control
87422,test
86723,test
42811,control
18348,control
69932,control
49004,test
58796,control
68831,test
13696,test
89264,test
66374,control
60092,control
67178,test
85725,test
82819,test
83013,control
44198,test
95364,test
18789,control
19258,control
87227,test
54427,control
46827,control
90470,test
96476,control
43712,test
15991,test
26706,control
35355,test
72535,control
15333,control
47159,test
87213,test
49708,test
53852,control
21620,control
98907,test
88499,control
82564,control
10606,control
39441,test
33421,test
52516,test
30533,control
92190,test
77408,control
91751,test
43130,test
28820,control
69316,control
50171,test
89737,test
92192,test
75526,control
40404,control
77757,test
15496,test
50574,test
47485,control
90759,control
62656,test
33409,test
72746,test
46071,test
20597,test
41105,control
83533,control
43734,test
11267,control
36539,test
83887,test
47033,test
17515,test
21505,test
11569,control
84102,test
45276,test
42940,control
22518,control
34071,test
12220,control
86205,test
78721,control
19337,test
26831,test
67257,test
76751,control
87085,control
22884,test
45205,test
13529,test
72213,control
46882,control
25245,test
46757,control
16008,test
72683,control
11664,control
89223,test
61412,control
94950,control
98850,test
16147,test
96731,control
38180,control
82163,control
45716,test
10247,test
41581,test
92083,test
37456,control
68622,control
71535,control
17339,test
68527,control
41151,control
75403,control
74499,control
95136,test
25965,control
19933,control
38678,control
87129,test
37930,control
38489,control
21849,control
71336,control
56381,test
84638,test
54037,control
87901,control
67412,test
39429,test
79347,control
20591,control
74075,test
73950,test
15263,control
22720,control
57893,test
52399,control
94373,test
85535,test
33840,test
74516,test
52005,control
74299,test
61417,test
48373,test
58161,test
28936,control
19225,test
94008,test
10166,test
12799,control
32721,control
14591,control
51288,control
36010,test
35061,test
62439,control
13687,test
46841,control
58647,test
65708,test
32472,test
42379,test
49406,control
21602,test
42161,test
12171,test
63867,control
86210,test
53681,test
29337,control
78703,test
23391,control
60348,test
51746,control
22754,test
64583,control
77801,control
21698,control
62255,test
97234,control
29063,control
98884,test
85253,test
96663,control
11717,control
60390,test
44145,test
81319,control
93357,control
76065,control
70568,test
51125,control
63964,test
49438,control
59387,control
10854,control
69226,test
58497,control
90176,test
39382,test
30969,control
98608,control
90074,test
27044,control
34102,control
45056,test
89745,control
81184,control
28199,test
80344,control
65182,test
80949,test
63823,test
19475,test
63148,test
98081,control
36302,control
69510,test
82793,test
77524,test
24488,test
58772,test
20297,test
16680,control
94690,control
78362,control
45250,control
78811,test
26949,test
32278,control
28326,control
55893,control
54939,control
22389,control
32711,control
81592,control
11262,control
30945,test
72695,control
99582,control
34081,test
32649,control
43030,test
25582,test
71335,test
67736,test
26254,test
24194,control
67086,control
97576,control
21714,test
45750,control
32473,test
40896,control
27309,test
52247,test
84283,control
92646,test
19780,test
80221,control
38618,control
29846,control
17074,test
69395,control
95622,control
66363,control
92525,control
37866,control
97412,test
15693,control
67010,control
59667,control
97401,control
43788,test
32670,control
53461,control
36004,control
56166,test
21636,test
93724,test
14229,test
30749,control
57722,control
36068,test
85898,test
77842,control
13436,control
27955,control
85864,control
94958,control
40605,test
93280,control
50231,test
82805,test
36384,control
82549,test
32471,test
95498,control
62723,test
86441,control
59879,test
74447,control
82211,control
19181,control
32946,test
48480,test
43800,control
53129,test
20541,control
54251,control
12357,test
71980,test
18325,control
34629,test
47429,control
41439,test
93892,test
49309,control
93312,control
85876,test
48505,test
83981,test
76613,test
48763,control
18203,test
64393,test
63408,test
89479,control
29125,test
64254,control
83661,test
23417,test
26358,control
26982,test
19023,test
79344,test
29495,test
48744,control
23928,control
83679,test
67286,test
69332,test
14173,test
31792,test
31911,test
13706,test
75013,test
67308,control
41171,control
47923,control
12747,control
55986,control
45274,test
58477,control
73335,test
93455,control
66140,control
74014,control
25851,control
15872,test
62177,control
31120,test
24725,control
45675,test
74407,control
57702,control
43097,test
36501,control
31552,control
77947,test
93798,test
63175,test
65355,test
99231,test
31153,control
40654,control
59982,control
89293,test
15852,test
64705,test
16151,control
79043,control
20724,test
18859,test
49257,control
90181,test
49722,test
83205,test
11556,test
46578,test
75430,control
37178,test
74426,control
33195,control
23192,test
34935,control
90778,control
98218,control
31432,test
90601,test
92738,control
97041,test
40144,test
47125,test
80093,test
98999,test
24686,control
58730,control
41836,control
29723,control
16571,test
52900,control
25142,control
15522,control
17034,test
15324,control
94474,test
18737,control
69159,test
92511,control
46627,test
93976,test
87718,test
92376,control
10035,test
15907,test
66739,test
15793,control
13578,control
36910,control
28659,test
40773,control
86870,test
98157,test
14976,test
89561,test
73837,test
87823,control
43158,control
40613,test
67683,control
49065,control
39677,test
61112,control
25978,control
12092,control
46349,test
57713,test
45048,control
77843,control
98778,test
43067,control
98260,control
86495,test
52274,control
36670,test
67288,control
90783,control
89469,test
68126,control
75682,test
83262,test
56532,test
45874,test
58822,control
47681,test
23187,test
85299,test
48838,test
76104,control
15054,control
34548,control
10320,control
12348,control
77246,test
66708,control
38304,control
42852,control
97854,control
21478,test
95097,control
24669,test
93886,test
43103,control
76896,test
98955,control
87805,control
98377,test
33367,test
83145,control
22344,control
47490,control
31065,test
98124,control
41293,control
29447,control
86665,test
13702,control
86577,test
17271,test
40137,control
25698,test
50719,test
35013,control
80136,test
50081,control
28760,control
85374,test
88568,test
68645,control
46249,control
98879,control
75571,test
98729,control
27197,control
80724,control
39314,control
88082,control
22794,control
65115,test
87876,control
55928,test
60392,control
16988,control
22848,control
51910,test
78029,control
48122,test
34351,control
50353,test
72562,test
49288,control
40136,test
98932,control
83883,test
27279,control
41995,test
30922,test
82668,control
47941,test
77586,control
82540,control
97811,control
36986,test
49858,control
41868,test
49383,control
61220,control
12502,control
51231,test
15973,control
70012,test
74002,test
89129,test
31770,test
59769,control
24094,test
32541,test
47567,control
39552,control
42303,control
44122,test
98507,control
79355,test
32032,control
15887,control
34165,control
10190,test
71578,control
33336,control
94240,control
89133,control
22294,test
19036,control
58751,control
74235,test
95994,test
14605,test
58858,test
94256,test
49525,control
49754,control
58122,test
61276,test
58183,control
60689,test
51040,test
64216,control
30766,test
45520,control
91086,control
21244,control
10030,test
95467,test
83984,test
69857,test
79977,test
15318,test
89791,control
12712,test
75504,control
53314,test
54705,test
73687,test
45440,control
97501,control
89963,test
45405,control
51154,test
15159,test
58311,control
63402,test
70908,test
69448,test
41464,control
21053,test
34897,control
69314,control
65339,test
66803,control
99278,test
66707,test
17913,control
55826,control
15739,control
85587,control
87779,control
75282,test
49682,test
64667,test
22218,test
15087,control
17942,test
78663,control
83481,control
58649,control
53111,test
55542,test
25861,test
28596,test
60151,control
59430,test
79955,test
29292,test
64001,control
23381,test
84128,test
71019,test
45990,control
55173,control
47264,test
76704,control
63140,control
64262,test
78589,control
44390,control
77955,test
92241,test
11377,control
44962,control
12472,control
88147,test
44149,test
82966,test
67256,control
64449,control
68008,test
77960,test
39109,test
80610,control
32445,test
76030,control
72000,test
98477,test
23286,control
80692,test
35933,control
36360,control
68982,control
70562,test
60267,control
53863,test
75966,control
22969,control
67534,test
61208,test
93145,test
26829,test
61045,test
20159,control
86579,test
25876,test
47493,control
20590,control
66686,test
20264,control
97729,control
42855,control
95394,test
60327,control
94430,control
49091,test
47137,test
77294,test
89629,control
83334,test
96538,control
50584,test
45819,control
88360,control
19133,control
51707,control
38706,control
99273,test
80492,test
30066,control
83616,control
71880,test
91136,test
97595,test
71063,control
43879,control
64997,test
38779,test
27615,control
28448,control
49812,control
67559,control
71656,control
51263,test
41509,control
40772,test
48885,control
50864,test
70952,control
75834,control
84559,control
37534,test
55456,control
55195,control
36739,test
87437,test
82849,control
35351,test
73744,test
13943,control
49883,test
26702,test
53746,test
45364,control
40262,control
59433,control
41911,test
74296,control
37485,control
29963,control
65285,test
37814,control
87311,control
92110,control
53342,test
50795,control
87536,test
86457,test
68775,test
80408,control
63118,test
64036,control
50646,control
37342,test
83692,control
47772,control
13430,control
14083,control
71457,test
24165,control
44844,control
59401,test
36590,control
49710,test
83794,control
37913,control
70330,control
24361,test
17430,control
18560,test
94985,test
24251,control
25408,control
14243,control
24854,control
84709,control
43663,control
34255,test
52632,test
53116,test
10850,control
79652,test
35178,control
11308,control
53211,control
95896,control
31762,control
73140,control
51557,control
83477,control
22252,test
32463,test
85846,test
90252,control
27879,control
26295,test
22669,control
18353,test
52717,control
95865,test
14597,control
52020,control
58927,test
83105,control
20122,test
21122,control
15587,test
99822,test
16686,test
89201,control
73171,test
27643,test
57132,test
50024,control
91491,test
79643,test
53315,control
98591,control
65430,test
81072,control
69121,test
11509,control
32205,test
83945,control
89404,test
82951,test
24786,control
25381,control
38195,test
14585,test
78372,control
40553,control
19274,test
59373,test
67789,test
77797,control
50738,test
42397,test
19178,test
30044,control
40058,control
72405,test
93123,test
91192,control
11893,control
85929,control
10015,control
22938,test
37009,test
26400,test
53555,test
65191,test
15234,control
83902,control
95830,control
23797,control
42102,control
51688,test
79039,control
76758,test
40658,control
44266,control
79316,control
31833,control
21230,test
45768,control
25139,test
53761,control
37346,control
58424,test
94888,control
88724,test
27171,control
53356,control
73772,control
72908,test
57392,control
21123,control
72042,test
45162,test
43661,control
23905,test
79927,control
19389,control
76857,test
97210,test
49060,test
23383,test
79510,control
63489,test
52098,test
72733,test
29769,control
66939,test
14014,control
79321,test
72190,control
17838,test
14037,test
97398,test
54256,control
19670,test
58308,test
21522,control
54589,control
92249,test
68133,control
48365,control
57170,test
28856,test
42716,test
69432,control
71221,control
31308,control
30943,control
21334,control
80999,control
87255,test
35022,control
20157,control
12518,control
26375,control
38946,control
98000,test
72470,control
52557,test
99294,test
12279,control
51097,control
89070,control
83763,test
15134,control
69285,control
93554,test
82529,control
82927,control
88867,test
70556,control
68936,test
61495,control
31819,test
17042,control
22164,control
40657,control
45469,test
37806,test
50910,control
77344,test
33082,test
39524,test
88647,control
19367,control
22635,control
16329,test
78184,control
28235,test
86007,test
32316,control
98318,test
68104,control
82594,control
44134,control
96586,test
57533,control
87468,control
94918,test
58889,control
71951,test
10045,control
14161,control
56695,test
62037,control
86705,control
37404,test
10652,test
91243,test
31165,test
93922,test
31318,test
83387,test
37201,test
16175,control
60211,control
43524,test
21931,control
16157,test
14773,control
14709,control
97671,test
76582,test
87031,test
46939,test
73861,test
75775,control
59130,control
41065,control
67720,control
69397,control
35482,control
80233,control
58623,control
54846,control
85085,control
55470,test
60921,test
31793,control
19954,test
34944,control
20889,test
46408,control
50080,test
18420,test
72211,control
52235,control
74309,test
12508,test
64034,control
61653,control
44959,control
40305,test
90337,test
86481,control
74674,test
74460,test
70588,test
22335,test
39564,control
31048,test
31201,control
43450,control
53254,control
39909,control
62352,control
47639,control
61751,control
66393,test
17927,control
93802,test
58974,test
36926,control
10913,control
89513,test
54614,control
29788,test
85282,control
20137,control
14287,test
98664,control
93723,test
31056,test
27452,test
13778,test
41848,test
17341,test
98944,test
86352,control
60604,test
85662,control
11344,control
22435,control
11574,control
94699,test
73701,control
57316,control
45727,test
48925,control
23673,test
28352,control
71575,test
81625,control
70600,control
36900,control
30426,test
53869,test
30742,test
84282,test
67470,test
59158,control
31596,test
56674,control
89365,control
39978,control
19970,control
81477,control
38355,control
17796,control
14872,control
47887,control
56171,test
12478,test
84641,test
23276,control
61214,control
98197,control
95741,test
62825,control
38723,test
98968,control
27275,test
93481,test
88714,test
91437,test
24122,test
73940,test
80171,control
11078,control
18615,control
99315,control
53063,test
21652,control
73653,control
74419,control
30700,control
77512,control
78095,test
68273,test
61893,test
86222,control
62519,control
61181,control
58810,control
90280,control
96125,test
96870,test
33192,control
56708,test
51360,test
29351,control
46588,test
72848,test
76669,control
77937,test
93436,test
63957,control
92259,control
60791,control
64062,test
37678,control
95062,test
86290,control
99129,test
37042,control
62531,control
18725,control
56260,test
57958,test
31604,test
44197,control
67824,control
13895,test
69054,control
80160,control
80966,test
36157,control
39105,control
98598,test
78747,test
40728,control
52539,test
55984,test
46641,test
94026,test
26049,test
27738,control
11519,test
79925,test
17568,control
42871,control
13476,control
62616,control
70334,test
22531,test
91654,test
48718,control
66257,test
98899,test
12442,control
80892,control
42631,control
27468,control
94147,test
90390,control
23117,test
45256,test
34632,control
87599,test
93315,test
64409,control
16750,test
86497,test
90427,control
42750,control
84366,control
16078,control
10332,test
17929,control
13297,control
74168,control
29866,control
63003,control
21080,control
60110,control
14948,control
87992,test
92387,control
97904,control
31590,test
70757,control
58599,test
17309,test
73554,test
78980,test
11223,test
43571,control
84350,control
44280,control
92320,control
54530,control
84304,control
14912,control
46571,test
80199,test
27038,test
27596,test
57906,control
93422,test
92491,test
80526,control
63174,control
47752,control
45008,test
92243,test
28445,test
49016,control
15772,test
63047,test
30606,control
51514,test
20964,control
25236,control
59417,control
63103,test
52896,control
27450,test
93747,control
91800,test
57277,test
71844,control
54593,test
47812,control
95034,test
13474,test
17190,test
89517,control
90477,test
52099,test
84394,test
85378,test
22023,test
19311,test
27086,control
26992,control
12087,control
51632,control
87163,test
54714,test
55822,test
73711,test
46469,test
79798,control
72476,control
70000,control
45505,control
39575,test
29620,control
25534,control
78479,control
32792,control
58397,test
92061,test
22358,control
25967,test
14733,test
82665,test
64791,control
12940,control
92623,control
36045,control
68492,test
32198,test
72811,control
15835,test
48854,control
99391,test
13355,test
24611,control
91689,control
34152,control
43065,test
64798,test
73293,control
74676,test
80968,control
72720,test
19793,test
74096,control
16248,control
64448,control
92883,control
28094,control
51826,control
86057,test
27056,test
60310,test
29709,test
93515,test
28852,control
52410,control
67763,test
68124,control
76229,control
86196,test
87280,test
46902,control
91428,control
88551,control
74931,control
44113,control
50709,control
89348,control
80232,control
96328,control
54121,control
16995,control
84375,control
74953,control
62738,test
98790,control
41859,control
75750,test
70879,test
19646,control
19299,control
92466,control
41630,control
41729,control
86379,test
10502,test
64733,control
61137,control
26527,test
58352,test
64557,test
56760,test
31524,test
63761,control
87236,control
50875,control
78769,control
25116,control
98699,test
50889,test
88368,test
78187,control
84542,test
51515,test
93858,control
81991,test
85068,control
31210,test
18839,test
68685,control
50899,control
46722,test
54346,test
86659,test
66919,test
44829,test
76830,control
28451,test
81804,control
18104,control
57836,control
62191,test
98557,control
16747,test
47929,test
94216,control
62802,control
28430,test
39479,test
74795,test
60224,test
94727,control
79610,control
56889,control
92935,test
62138,test
28895,control
22628,control
47689,control
50334,test
46304,control
81704,test
18249,control
38893,control
22084,test
77698,control
97939,control
22442,control
41303,control
77680,control
87833,control
75862,control
78360,control
87492,test
42918,test
93250,test
62844,test
16381,control
65412,control
95207,control
77808,test
15936,test
27161,test
45061,test
59891,test
33318,test
64242,control
64515,control
35810,control
27932,control
92780,control
62396,control
82431,test
70574,test
73019,control
68084,test
51631,control
48937,test
87711,test
76393,test
80793,test
29513,test
81283,test
18114,test
70386,test
60978,test
21692,test
95717,test
65591,control
95138,control
91917,test
12261,test
44109,test
66036,test
68965,control
28973,control
55263,test
85526,test
25752,control
35699,test
99118,control
75723,control
40625,control
20254,test
38770,control
94296,test
48987,control
96403,test
16001,control
53509,control
53697,control
31582,control
76307,test
76164,test
81412,test
83813,test
15166,control
80607,control
42651,control
33281,control
16380,test
27387,test
42865,control
55008,test
91858,test
72837,control
26862,control
47499,test
38498,test
18904,test
96348,control
48101,control
26751,test
53878,control
80581,test
21019,test
55108,test
26275,control
48110,test
63111,control
69206,test
33525,control
18873,test
19341,control
99438,test
91738,test
25845,test
69743,test
64279,control
83292,test
14564,test
30921,test
34688,control
76572,test
29182,control
34564,test
55242,control
94924,test
81360,control
57544,control
78774,test
28998,test
20647,test
62461,test
59044,test
38763,test
17232,control
58187,control
37127,test
24146,test
99130,test
38368,control
73951,test
86091,control
44994,test
92444,test
40614,control
49898,control
18113,control
78877,control
60475,test
14704,control
99528,control
72119,control
96575,control
57367,test
47136,test
25611,test
73702,control
62785,control
94262,control
78802,control
59280,test
15972,control
34771,control
75904,test
35773,test
33815,control
55840,control
10233,control
41397,control
39610,test
35780,control
60103,test
70506,test
51866,test
45861,control
61484,control
69784,test
12689,test
48088,test
11349,test
35496,control
84747,test
79568,control
64224,control
24536,control
88135,control
87895,test
67154,test
46262,control
73218,control
29875,test
76836,control
23667,control
45965,control
49791,control
27446,test
73704,control
16281,control
67828,test
38045,control
37283,control
39558,test
90366,control
96321,control
15146,test
11272,control
68568,test
70278,control
87609,control
97552,control
73553,control
14771,control
14809,control
24329,test
49681,test
50364,test
16808,control
71772,test
31637,test
98580,control
36466,test
29229,control
18334,control
80944,control
95027,control
39074,test
15960,test
61735,test
21393,test
81270,test
97843,control
12519,control
48217,test
55513,control
72215,test
41095,control
59840,control
99272,test
63725,test
17438,test
35251,test
16582,control
73456,control
59785,test
27505,test
66777,control
49019,test
78170,control
37481,control
27782,control
98682,test
89280,test
29751,control
35550,control
83893,test
32161,test
86376,control
34147,test
82521,control
59457,test
34062,control
85111,control
65344,test
86422,test
85149,control
63105,control
61176,test
44758,test
60804,test
32954,control
43833,control
48707,control
48227,control
26552,test
21747,control
40701,test
92900,control
46541,test
21471,control
39927,test
14402,control
94818,test
12242,control
86507,control
33661,test
38046,control
99972,test
20352,test
73632,test
19047,test
86410,test
28722,test
73501,control
83680,control
27395,control
90533,control
59329,control
24265,test
13653,test
14473,test
74663,control
62086,control
36469,control
33063,control
88659,control
74522,test
53915,test
55268,control
85920,test
99841,control
50067,test
36472,test
81596,control
82165,test
95731,test
61018,control
56780,control
12137,test
19064,control
27054,test
35818,test
27642,control
17865,control
55359,test
28664,test
69001,control
52297,test
63439,control
75440,test
89922,test
41771,control
28979,test
53556,test
45159,control
86296,control
17306,test
41840,test
73580,test
17634,test
87521,control
82404,control
96651,control
15527,test
58046,test
67361,control
36177,control
86763,test
30898,test
97989,test
23623,test
65944,test
11849,control
12669,test
56577,test
52145,test
71665,control
81824,test
78630,control
89919,test
13172,control
81168,test
74940,control
52398,test
90451,control
39384,test
75505,control
34635,control
29365,control
11096,test
47607,test
23068,test
53676,control
71797,control
23258,test
85015,test
11704,control
44556,test
31403,control
48737,test
59395,control
48476,test
51256,control
85935,control
46082,test
49756,control
68768,test
45577,test
63590,control
38108,control
74117,control
29417,test
90807,control
58910,test
94910,control
26134,test
87847,control
50372,control
57177,test
48739,test
17147,test
48501,test
43634,test
90670,control
30690,test
20673,control
35077,control
31255,control
31597,control
79724,control
40678,test
65625,test
97421,test
30342,test
57218,test
56508,control
16308,test
30463,control
60960,test
67919,test
75809,control
17870,control
30127,control
12511,test
65730,test
67883,test
51346,test
59691,control
64382,test
77753,control
30470,control
27954,control
67604,control
44360,test
79272,control
39219,test
54139,control
82732,control
46248,test
20235,control
98551,control
42382,control
87317,control
61345,test
78055,control
46546,test
10642,test
20414,control
91007,test
68064,test
16654,test
33985,control
84210,test
20474,test
33177,control
38016,test
44037,control
76486,test
14459,test
90849,test
41257,control
97239,control
30302,test
85370,control
73726,test
45314,test
71068,control
64588,control
41468,test
63078,control
69545,test
29042,test
69076,control
17097,test
72614,control
13200,control
47166,test
80101,test
73850,control
49967,control
46721,test
26621,control
85964,control
89555,test
41723,control
38092,test
67726,test
23530,control
86494,test
88183,control
25392,control
37492,test
81715,control
10707,control
93435,test
62838,control
73719,test
56517,test
66495,test
83585,control
69096,test
94265,control
21263,test
57854,control
62806,test
38025,test
74868,control
56023,control
45007,control
57880,control
64148,control
57470,control
42432,control
41937,control
12362,control
70934,test
88399,test
16630,control
66182,control
95113,test
69279,control
75242,test
87469,control
65688,control
33422,test
25765,test
31899,test
89741,control
76493,control
66103,control
94449,control
67729,control
90393,control
65822,control
67827,control
11769,test
53969,test
28387,control
73252,test
93819,control
77138,test
67838,control
93361,control
69392,test
10438,test
82910,control
94969,test
10271,test
48207,control
58606,test
87320,control
11076,test
86156,control
61201,test
30625,control
84697,test
11872,test
12666,test
97402,test
70966,control
54279,test
53859,test
56925,test
88028,test
58972,test
47376,test
29212,test
67403,control
90831,test
34141,test
10388,control
20211,control
31451,control
99416,test
18025,test
44107,test
35530,control
84130,test
80357,test
86570,control
22901,test
16697,control
56736,control
21221,test
97049,test
99938,control
91451,control
67158,test
84444,test
64595,test
82560,control
42009,test
31921,test
61963,test
76772,control
99263,control
67436,control
31052,control
34499,test
38013,test
65246,test
86625,control
55224,control
82181,test
96537,control
51519,test
75407,control
10686,test
80314,control
43692,control
96906,test
18619,control
69608,test
84480,control
69628,control
53918,control
67854,test
29913,control
60091,control
47668,test
97504,test
46239,test
44584,test
48861,test
62876,control
24894,control
63268,test
94467,test
36597,control
32499,control
34900,control
87929,test
79704,test
10998,control
77231,test
76305,test
37845,control
16618,test
94328,control
20338,test
49974,control
93959,control
75582,control
16435,test
37096,test
30726,test
47817,control
20096,test
84493,test
25500,control
80510,test
26497,control
99010,test
48275,test
37624,test
82790,test
95524,test
62863,control
69086,test
79933,control
95816,test
32441,control
83316,test
83322,control
62223,test
12928,test
39142,test
89434,test
82254,test
44401,control
45239,control
89701,test
71410,control
92197,test
83237,test
71657,test
40789,test
18501,test
58951,control
75385,control
34973,test
82225,test
79727,control
19826,test
12836,control
41595,test
93661,control
74610,control
31602,test
57050,control
29850,test
66726,control
75652,control
98784,test
16176,control
71810,control
39047,test
88673,control
10334,control
51689,control
37769,control
49654,test
39942,control
48938,test
49143,control
49399,test
51196,control
11003,control
82956,control
83784,control
38473,test
85022,test
80223,control
19862,test
48027,test
64124,test
26069,control
36974,control
71286,control
61897,test
75180,test
34777,control
39980,control
37949,test
87193,test
28030,control
25526,test
24839,test
33868,control
61686,control
35661,test
12449,control
39875,test
67207,test
47427,control
64727,control
22403,control
20384,control
40075,control
73844,control
80237,control
50461,control
15710,test
89630,control
61871,control
24220,control
83063,control
88187,control
35586,control
45210,test
29973,control
46911,test
97264,test
26622,test
64859,test
76925,test
89747,test
23697,test
23437,test
64609,control
82559,control
79014,test
90688,test
21411,control
91419,test
35582,control
57258,control
73474,test
26107,test
23265,test
76658,control
71873,control
24702,test
15682,control
47351,control
62198,control
88334,test
34161,test
27579,test
75464,control
38254,test
29889,control
19425,test
73079,control
30964,control
73152,control
21430,test
46637,test
46226,test
54465,control
69197,test
14815,test
72593,control
89215,control
18189,control
91118,test
40485,control
15719,control
50347,control
76377,test
48233,test
96318,test
77336,test
84912,control
21614,test
62131,control
26418,test
42352,control
25004,test
79817,test
19162,control
97549,control
20381,test
41880,test
38857,test
75780,control
30184,control
43894,test
17393,control
26030,test
59863,control
67009,test
86784,control
13419,test
88188,control
33577,test
49913,test
44607,control
52729,test
66832,test
90704,test
55870,control
25750,test
39744,control
58287,control
49038,test
94789,test
11250,test
96782,control
55410,test
45562,control
64769,control
79457,control
52884,test
55084,control
20511,control
44121,test
